Origin Country,Named Delivery Place [NDP],Incoterm,Commodity,Specific Commodity,GMO,Packaging Type,Price      ($/mt),Last Updated,Capacity (mt),Lead Time (days),Source
SOUTH AFRICA,DURBAN (SOUTH AFRICA),FCA,Micronutrition Powde (FOOD - MISCELLANEOUS),MICRONUTRITION POWDER,Non GMO,Packet,17500,42217,100000,60,SCIPS
BULGARIA,THESSALONIKI (GREECE),FCA,Micronutrition Powde (FOOD - MISCELLANEOUS),MICRONUTRITION POWDER,Non GMO,Sachet,23990,42705,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,0,42376,100000,60,SCIPS
ITALY,VENEZIA (ITALY),FOB,Maize (FOOD - CEREALS & GRAINS),YELLOW MAIZE,Non GMO,Bag,388,42167,100000,60,SCIPS
INDONESIA,SEMARANG (INDONESIA),FOB,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Packet,1071,42767,100000,60,SCIPS
CHILE,LIRQUEN (CHILE),FOB,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,904,42157,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,590,42699,100000,60,SCIPS
USA,HOUSTON (USA),FOB,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,750,42153,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,950,42815,100000,60,SCIPS
SOUTH AFRICA,DURBAN (SOUTH AFRICA),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,GMO,Bag,332,42783,100000,60,SCIPS
INDIA,MUNDRA (INDIA),FOB,Beans (FOOD - PULSES & VEGETABLES),SOYA BEANS,Non GMO,Bag,675,42248,100000,60,SCIPS
BELGIUM,ANTWERP (BELGIUM),FOB,Vegetable Oil (FOOD - OILS & FATS),SOYA BEAN OIL,Non GMO,Bag,1020,42587,100000,60,SCIPS
GUATEMALA,PUERTO QUETZAL (GUATEMALA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,1284.14,42709,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),FOB,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,0,41598,100000,60,SCIPS
UNITED KINGDOM,FELIXSTOWE (UNITED KINGDOM),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,430,41992,100000,60,SCIPS
EGYPT,ALEXANDRIA (EGYPT),FOB,Canned Pulses (FOOD - PULSES & VEGETABLES),CANNED PULSES,Non GMO,Bag,0,41593,100000,60,SCIPS
TURKEY,DAMASCUS (SYRIA),FOB,Pasta (FOOD - CEREALS & GRAINS),PASTA,Non GMO,Packet,0,41598,100000,60,SCIPS
CHINA,XINGANG (CHINA),FOB,Canned Pulses (FOOD - PULSES & VEGETABLES),CANNED PULSES,Non GMO,Bag,0,41593,100000,60,SCIPS
UTD.ARAB EMIR.,JEBEL ALI (UTD.ARAB EMIR.),FOB,Canned Pulses (FOOD - PULSES & VEGETABLES),CANNED PULSES,Non GMO,Bag,0,41593,100000,60,SCIPS
SENEGAL,NOUAKCHOTT (MAURITANIA),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,215.19,41626,100000,60,SCIPS
SENEGAL,MONROVIA (LIBERIA),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,218.34,41626,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,543.06,42811,100000,60,SCIPS
KENYA,NAIROBI (KENYA),FCA,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,845,42103,100000,60,SCIPS
MEXICO,PUERTO PROGRESO (MEXICO),FOB,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,190,42759,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,42570,100000,60,SCIPS
HONDURAS,LA CEIBA (HONDURAS),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,42570,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,41886,100000,60,SCIPS
BELIZE,BELIZE CITY (BELIZE),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,1321,42395,100000,60,SCIPS
NICARAGUA,SAN SALVADOR (EL SALVADOR),DAP,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,0,41704,100000,60,SCIPS
BOLIVIA,SANTA CRUZ (BOLIVIA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41704,100000,60,SCIPS
NICARAGUA,SAN SALVADOR (EL SALVADOR),CIF,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41704,100000,60,SCIPS
CHILE,LIRQUEN (CHILE),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,41743,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,370.42,42013,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,424.45,42352,100000,60,SCIPS
HONDURAS,SAN LORENZO (HONDURAS),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,370.42,42013,100000,60,SCIPS
HONDURAS,LA CEIBA (HONDURAS),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,41726,100000,60,SCIPS
EGYPT,AR-RAQQA (SYRIA),DAP,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,651,41729,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),DAP,Rice (FOOD - CEREALS & GRAINS),15% BROKEN RICE,Non GMO,Bag,0,41760,100000,60,SCIPS
BOLIVIA,LA PAZ (BOLIVIA),DAP,Canned Fish (FOOD - FISH),CANNED FISH,Non GMO,Can,3258.53,41830,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,42570,100000,60,SCIPS
HONDURAS,SAN LORENZO (HONDURAS),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,42570,100000,60,SCIPS
IRAQ,ERBIL (IRAQ),DAP,Rations (FOOD - PRE-PACKAGED FOOD PARCELS),RATIONS,Non GMO,Packet,727,41780,100000,60,SCIPS
GUATEMALA,QUETZALTENANGO (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL PLUS (CSB++),GMO,Bag,1687.54,42248,100000,60,SCIPS
EL SALVADOR,ACAJUTLA (EL SALVADOR),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,1100,42762,100000,60,SCIPS
GUATEMALA,GUATEMALA (GUATEMALA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,41886,100000,60,SCIPS
GUATEMALA,BAJA VERAPAZ (GUATEMALA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,41901,100000,60,SCIPS
KENYA,NAIROBI (KENYA),FCA,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (DARK KIDNEY),Non GMO,Bag,632,42713,100000,60,SCIPS
ETHIOPIA,DJIBOUTI (DJIBOUTI),FOB,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,400,41823,100000,60,SCIPS
GUATEMALA,GUATEMALA (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),GMO,Bag,0,41842,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),FCA,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41866,100000,60,SCIPS
DEM. REP. CONGO,BUKAVU (DEM. REP. CONGO),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,42475,100000,60,SCIPS
BRAZIL,SANTOS (BRAZIL),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,920,41956,100000,60,SCIPS
UTD.ARAB EMIR.,DUBAI (UTD.ARAB EMIR.),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Packet,1399,42767,100000,60,SCIPS
BULGARIA,THESSALONIKI (GREECE),FOB,Micronutrition Powde (FOOD - MISCELLANEOUS),MICRONUTRITION POWDER,Non GMO,Sachet,19800,42584,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE FORTIFIED,Non GMO,Bag,0,41588,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),FOB,Canned Pulses (FOOD - PULSES & VEGETABLES),CANNED PULSES,Non GMO,Can,0,41598,100000,60,SCIPS
TURKEY,AR-RAQQA (SYRIA),DAP,Pasta (FOOD - CEREALS & GRAINS),PASTA,Non GMO,Packet,1095,41606,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Lentils (FOOD - PULSES & VEGETABLES),LENTILS,Non GMO,Bag,700,41933,100000,60,SCIPS
KENYA,NAIROBI (KENYA),FCA,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,Non GMO,Bag,980,42103,100000,60,SCIPS
CANADA,VANCOUVER (CANADA),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,470,41740,100000,60,SCIPS
SOUTH AFRICA,HARRISMITH (SOUTH AFRICA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),CORN SOYA BLEND,GMO,Bag,457,41638,100000,60,SCIPS
UTD.ARAB EMIR.,DAMASCUS (SYRIA),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),DATE BARS,Non GMO,Packet,0,42069,100000,60,SCIPS
MOROCCO,CASABLANCA (MOROCCO),FOB,Sugar (FOOD - MISCELLANEOUS),WHITE SUGAR,Non GMO,Bag,520,42720,100000,60,SCIPS
CHILE,LIRQUEN (CHILE),FOB,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,1100,42104,100000,60,SCIPS
GUATEMALA,QUETZALTENANGO (GUATEMALA),DAP,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,41901,100000,60,SCIPS
BOLIVIA,LA PAZ (BOLIVIA),DAP,Pasta (FOOD - CEREALS & GRAINS),PASTA,Non GMO,Bag,1266.96,41788,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,370,41851,100000,60,SCIPS
HEARD/MCDON.ISL,SAN PEDRO SULA (HONDURAS),DAP,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,917.62,41820,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Dried Whole Milk (FOOD - DAIRY PRODUCTS),DRIED WHOLE MILK,Non GMO,Bag,4400,41824,100000,60,SCIPS
DJIBOUTI,DJIBOUTI (DJIBOUTI),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,650,42411,100000,60,SCIPS
GUATEMALA,LOS AMATES (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41886,100000,60,SCIPS
EL SALVADOR,ZAPOTITAN (EL SALVADOR),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,0,41886,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,340,42527,100000,60,SCIPS
DEM. REP. CONGO,GOMA (DEM. REP. CONGO),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,42475,100000,60,SCIPS
CHINA,XIAMEN (CHINA),FOB,Canned Fish (FOOD - FISH),CANNED FISH,Non GMO,Can,1850,41876,100000,60,SCIPS
CHINA,XIAMEN (CHINA),FOB,Canned Fish (FOOD - FISH),CANNED FISH,Non GMO,Tin,3400,41876,100000,60,SCIPS
CHINA,XIAMEN (CHINA),FOB,Canned Fish (FOOD - FISH),CANNED FISH,Non GMO,Carton,1530,41873,100000,60,SCIPS
BOLIVIA,LA PAZ (BOLIVIA),DAP,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,1060.06,41887,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),DAP,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,41956,100000,60,SCIPS
ARGENTINA,PUERTO CORTEZ (HONDURAS),CFR,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,1188,42117,100000,60,SCIPS
ARGENTINA,PUERTO CORTEZ (HONDURAS),CFR,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,41893,100000,60,SCIPS
BRAZIL,RIO GRANDE (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,0,42047,100000,60,SCIPS
BRAZIL,PARANAGUA (BRAZIL),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),GMO,Bag,2033.5,41956,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),DAP,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,800,42570,100000,60,SCIPS
ETHIOPIA,DJIBOUTI (DJIBOUTI),FOB,Beans (FOOD - PULSES & VEGETABLES),MUNG BEANS,Non GMO,Bag,1300,42041,100000,60,SCIPS
BRAZIL,PUERTO CORTEZ (HONDURAS),CFR,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,559,42117,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,590,42692,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),FOB,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,430,42391,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1300,42759,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),CORN SOYA BLEND,Non GMO,Bag,0,42417,100000,60,SCIPS
ROMANIA,CONSTANTZA (ROMANIA),FOB,Wheat (FOOD - CEREALS & GRAINS),WHEAT,Non GMO,Bulk,183.25,42705,100000,60,SCIPS
IRAQ,ERBIL (IRAQ),DAP,Rations (FOOD - PRE-PACKAGED FOOD PARCELS),RATIONS,Non GMO,Carton,1000,42075,100000,60,SCIPS
SENEGAL,BAMAKO (MALI),DAP,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,0,41577,100000,60,SCIPS
CANADA,MONTREAL (CANADA),FOB,Peas (FOOD - PULSES & VEGETABLES),WHOLE GREEN PEAS,Non GMO,Bag,365,42411,100000,60,SCIPS
CANADA,MERSIN (TURKEY),FOB,Lentils (FOOD - PULSES & VEGETABLES),WHOLE GREEN LENTILS,Non GMO,Bag,1240,42411,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),FOB,Lentils (FOOD - PULSES & VEGETABLES),LENTILS,Non GMO,Bag,0,41598,100000,60,SCIPS
TURKEY,(TURKEY),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,258.5,42677,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Barley (FOOD - CEREALS & GRAINS),BARLEY,Non GMO,Bulk,215,41649,100000,60,SCIPS
RWANDA,KIGALI (RWANDA),DAP,Beans (FOOD - PULSES & VEGETABLES),BEANS,Non GMO,Bag,548.96,42811,100000,60,SCIPS
UGANDA,KAMPALA (UGANDA),FCA,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),CORN SOYA BLEND,Non GMO,Bag,912,42209,100000,60,SCIPS
ETHIOPIA,ADDIS ABABA (ETHIOPIA),FCA,Wheat (FOOD - CEREALS & GRAINS),SOFT WHEAT,Non GMO,Bag,567.35,41789,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),DAP,Chickpeas (FOOD - PULSES & VEGETABLES),CHICKPEAS,Non GMO,Bag,0,42411,100000,60,SCIPS
BURUNDI,NGOZI (BURUNDI),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,42209,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Lentils (FOOD - PULSES & VEGETABLES),WHOLE RED LENTILS,Non GMO,Bag,750,42775,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),DATE BARS,Non GMO,Packet,1800,42820,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Canned Chicken (FOOD - MEAT),CANNED CHICKEN,Non GMO,Can,3420,41933,100000,60,SCIPS
TURKEY,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,500,41704,100000,60,SCIPS
MEXICO,VERACRUZ (MEXICO),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,0,41697,100000,60,SCIPS
CHILE,LIRQUEN (CHILE),FOB,Rice (FOOD - CEREALS & GRAINS),PARBOILED RICE,Non GMO,Bag,0,41697,100000,60,SCIPS
CHILE,LIRQUEN (CHILE),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,0,41915,100000,60,SCIPS
GUATEMALA,CAUCEDO (DOMINICAN REP.),CFR,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),GMO,Bag,0,41743,100000,60,SCIPS
GUATEMALA,PUERTO QUETZAL (GUATEMALA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,Non GMO,Bag,1531.41,42709,100000,60,SCIPS
GUATEMALA,CORINTO (NICARAGUA),CFR,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,GMO,Bag,0,41760,100000,60,SCIPS
GUATEMALA,MANAGUA (NICARAGUA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,GMO,Bag,0,41760,100000,60,SCIPS
HONDURAS,MANAGUA (NICARAGUA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,GMO,Bag,0,41887,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),EXW,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1400,42669,100000,60,SCIPS
ARGENTINA,SANTA FE (ARGENTINA),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,GMO,Bag,300,42406,100000,60,SCIPS
GUATEMALA,FRAIJANES (GUATEMALA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,435.97,42304,100000,60,SCIPS
CANADA,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,1115,41740,100000,60,SCIPS
TANZANIA,DAR-ES-SALAAM (TANZANIA),FOB,Beans (FOOD - PULSES & VEGETABLES),MUNG BEANS,Non GMO,Bag,1189,42153,100000,60,SCIPS
CHINA,DALIAN (CHINA),FOB,Beans (FOOD - PULSES & VEGETABLES),MUNG BEANS,Non GMO,Bag,1782,41915,100000,60,SCIPS
UZBEKISTAN,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),MUNG BEANS,Non GMO,Bag,1200,42153,100000,60,SCIPS
EGYPT,DAMIETTA (EGYPT),FOB,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT YELLOW PEAS,Non GMO,Bag,526,41873,100000,60,SCIPS
TURKEY,TEKIRDAG (TURKEY),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,260,42608,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,298.35,42377,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),FOB,Beans (FOOD - PULSES & VEGETABLES),SOYA BEANS,Non GMO,Bag,861.11,41814,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),FOB,Beans (FOOD - PULSES & VEGETABLES),HABAS/FABA,Non GMO,Bag,629.11,41814,100000,60,SCIPS
BURUNDI,BUJUMBURA (BURUNDI),DAP,Maize (FOOD - CEREALS & GRAINS),MAIZE,Non GMO,Bag,758.83,42811,100000,60,SCIPS
ZIMBABWE,HARARE (ZIMBABWE),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,42321,100000,60,SCIPS
HONDURAS,FRAIJANES (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41820,100000,60,SCIPS
GUATEMALA,QUETZALTENANGO (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41886,100000,60,SCIPS
GUATEMALA,CHIMALTENANGO (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41886,100000,60,SCIPS
GUATEMALA,ZAPOTITAN (EL SALVADOR),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41886,100000,60,SCIPS
RUSSIA,NOVOROSSIYSK (RUSSIA),FOB,Chickpeas (FOOD - PULSES & VEGETABLES),CHICKPEAS,Non GMO,Bag,0,42411,100000,60,SCIPS
BRAZIL,RIO GRANDE (BRAZIL),FOB,Maize (FOOD - CEREALS & GRAINS),YELLOW MAIZE,GMO,Bag,250,41956,100000,60,SCIPS
DEM. REP. CONGO,KINSHASA (DEM. REP. CONGO),DAP,Maize Meal (FOOD - CEREALS & GRAINS),YELLOW MAIZE MEAL,Non GMO,Bag,660,42748,100000,60,SCIPS
ARGENTINA,SAN LORENZO (HONDURAS),DAP,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,0,41956,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),DAP,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,600.42,42570,100000,60,SCIPS
HONDURAS,LA CEIBA (HONDURAS),DAP,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,600.42,42570,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,870,42391,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,1400,42759,100000,60,SCIPS
INDIA,MUMBAI (INDIA),FOB,Micronutrition Powde (FOOD - MISCELLANEOUS),MICRONUTRITION POWDER,Non GMO,Packet,16900,42584,100000,60,SCIPS
SENEGAL,ST. LOUIS (SENEGAL),FCA,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,432,42062,100000,60,SCIPS
INDIA,DAKAR (SENEGAL),FCA,Rice (FOOD - CEREALS & GRAINS),100% BROKEN RICE,Non GMO,Bag,369,42062,100000,60,SCIPS
SENEGAL,LOUGA (SENEGAL),FCA,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,725,42062,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,GMO,Bag,0,41598,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),DAP,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,610,41933,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),EXW,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,578.7,42758,100000,60,SCIPS
TAJIKISTAN,DUSHANBE (TAJIKISTAN),DAP,Vegetable Oil (FOOD - OILS & FATS),SUNFLOWER OIL,Non GMO,Pet Bottle,1820,42587,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),DAP,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE FORTIFIED,Non GMO,Bag,811,41637,100000,60,SCIPS
UTD.ARAB EMIR.,DAMASCUS (SYRIA),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Packet,0,41648,100000,60,SCIPS
SENEGAL,FREETOWN (SIERRA LEONE),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,208.89,41626,100000,60,SCIPS
CAMBODIA,PHNOM PENH (CAMBODIA),FCA,Rice (FOOD - CEREALS & GRAINS),35% BROKEN RICE,Non GMO,Bag,370.5,41662,100000,60,SCIPS
UGANDA,KAMPALA (UGANDA),DAP,Maize Meal (FOOD - CEREALS & GRAINS),WHITE MAIZE MEAL,Non GMO,Bag,525,42398,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,297.72,42811,100000,60,SCIPS
ETHIOPIA,ADDIS ABABA (ETHIOPIA),FCA,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,470,42103,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Halawa (FOOD - MISCELLANEOUS),HALAWA,Non GMO,Bulk,2600,41933,100000,60,SCIPS
